quiz_title,quiz_description,quiz_public,author_email,question_text,question_type,alternative_text,alternative_is_correct
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Um modelo que indica qual é a realidade futura esperada ou necessária é chamado de:,multiple_choice,Modelo descritivo,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Um modelo que indica qual é a realidade futura esperada ou necessária é chamado de:,multiple_choice,Modelo conceitual,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Um modelo que indica qual é a realidade futura esperada ou necessária é chamado de:,multiple_choice,Modelo físico,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No diagrama de contexto DFD (análise estruturada), o sistema é representado:",multiple_choice,"Como um processo central, cercado por terminadores (fontes e drenos)",true
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No diagrama de contexto DFD (análise estruturada), o sistema é representado:",multiple_choice,Como uma grande caixa retangular com casos de uso internos,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No diagrama de contexto DFD (análise estruturada), o sistema é representado:",multiple_choice,Como uma sequência de mensagens entre atores,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No diagrama de contexto DFD (análise estruturada), o sistema é representado:",multiple_choice,Como um conjunto de estados e transições,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Diagramas de estado UML são usados para modelar:,multiple_choice,Estados e transições dependentes de eventos externos,true
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Diagramas de estado UML são usados para modelar:,multiple_choice,A estrutura estática dos dados,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Diagramas de estado UML são usados para modelar:,multiple_choice,O fluxo de processos de negócio (BPMN),false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Diagramas de estado UML são usados para modelar:,multiple_choice,Os objetivos de negócio da organização,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Os critérios de qualidade mais importantes para requisitos individuais são:,multiple_choice,Adequação e compreensibilidade,true
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Os critérios de qualidade mais importantes para requisitos individuais são:,multiple_choice,Tamanho e formatação,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Os critérios de qualidade mais importantes para requisitos individuais são:,multiple_choice,Número e prioridade,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Os critérios de qualidade mais importantes para requisitos individuais são:,multiple_choice,Custo e prazo,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"Os protótipos utilizados na ER para criar entendimento compartilhado, esclarecer e validar requisitos são chamados:",multiple_choice,Protótipos exploratórios,true
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"Os protótipos utilizados na ER para criar entendimento compartilhado, esclarecer e validar requisitos são chamados:",multiple_choice,Protótipos experimentais (breadboards),false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"Os protótipos utilizados na ER para criar entendimento compartilhado, esclarecer e validar requisitos são chamados:",multiple_choice,Protótipos evolutivos,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"Os protótipos utilizados na ER para criar entendimento compartilhado, esclarecer e validar requisitos são chamados:",multiple_choice,Protótipos nativos,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Requisitos modelados devem sempre ser acompanhados por requisitos em linguagem natural.,true_false,Verdadeiro,true
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Requisitos modelados devem sempre ser acompanhados por requisitos em linguagem natural.,true_false,Falso,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"A regra ""somente um requisito de qualidade quantificado é um bom requisito de qualidade"" está ultrapassada.",true_false,Verdadeiro,true
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"A regra ""somente um requisito de qualidade quantificado é um bom requisito de qualidade"" está ultrapassada.",true_false,Falso,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"A linguagem natural é otimizada para uma comunicação precisa, inequívoca e abrangente por meio de documentos escritos.",true_false,Verdadeiro,false
Produtos de Trabalho na ER,Baseado no Capítulo 3 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"A linguagem natural é otimizada para uma comunicação precisa, inequívoca e abrangente por meio de documentos escritos.",true_false,Falso,true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Quais são as três categorias principais de fontes de requisitos?,multiple_choice,"Stakeholders, documentos e outros sistemas",true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Quais são as três categorias principais de fontes de requisitos?,multiple_choice,"Clientes, desenvolvedores e testadores",false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Quais são as três categorias principais de fontes de requisitos?,multiple_choice,"Hardware, software e dados",false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Quais são as três categorias principais de fontes de requisitos?,multiple_choice,"Entrevistas, workshops e questionários",false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,O modelo de camadas de Alexander é uma técnica usada para:,multiple_choice,Identificar stakeholders de forma sistemática,true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,O modelo de camadas de Alexander é uma técnica usada para:,multiple_choice,Priorizar requisitos,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,O modelo de camadas de Alexander é uma técnica usada para:,multiple_choice,Resolver conflitos entre requisitos,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,O modelo de camadas de Alexander é uma técnica usada para:,multiple_choice,Validar a especificação,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Personas são:,multiple_choice,Indivíduos fictícios que representam grupos típicos de usuários com necessidades e comportamentos semelhantes,true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Personas são:,multiple_choice,Representantes reais dos clientes,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Personas são:,multiple_choice,Especialistas de domínio contratados,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Personas são:,multiple_choice,Membros fixos da equipe de desenvolvimento,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No modelo Kano, funcionalidades tão óbvias que os stakeholders não pedem (requisitos subconscientes) são:",multiple_choice,Fatores básicos,true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No modelo Kano, funcionalidades tão óbvias que os stakeholders não pedem (requisitos subconscientes) são:",multiple_choice,Fatores atrativos,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No modelo Kano, funcionalidades tão óbvias que os stakeholders não pedem (requisitos subconscientes) são:",multiple_choice,Fatores de performance,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No modelo Kano, funcionalidades tão óbvias que os stakeholders não pedem (requisitos subconscientes) são:",multiple_choice,Fatores indiferentes,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No modelo Kano, funcionalidades desconhecidas pelos stakeholders, que são um diferencial quando presentes, são:",multiple_choice,Fatores atrativos (requisitos inconscientes),true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No modelo Kano, funcionalidades desconhecidas pelos stakeholders, que são um diferencial quando presentes, são:",multiple_choice,Fatores básicos,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No modelo Kano, funcionalidades desconhecidas pelos stakeholders, que são um diferencial quando presentes, são:",multiple_choice,Fatores de performance,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No modelo Kano, funcionalidades desconhecidas pelos stakeholders, que são um diferencial quando presentes, são:",multiple_choice,Fatores rejeitados,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,As quatro subcategorias das técnicas de coleta são:,multiple_choice,"Questionamento, colaboração, observação e baseadas em artefatos",true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,As quatro subcategorias das técnicas de coleta são:,multiple_choice,"Entrevista, workshop, cenário e protótipo",false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,As quatro subcategorias das técnicas de coleta são:,multiple_choice,"Brainstorming, analogia, votação e imposição",false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,As quatro subcategorias das técnicas de coleta são:,multiple_choice,"Revisão, inspeção, walkthrough e teste",false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,As técnicas de observação são particularmente úteis para identificar:,multiple_choice,"Fatores básicos, que os stakeholders não mencionam",true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,As técnicas de observação são particularmente úteis para identificar:,multiple_choice,Fatores atrativos,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,As técnicas de observação são particularmente úteis para identificar:,multiple_choice,Restrições legais,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,As técnicas de observação são particularmente úteis para identificar:,multiple_choice,Requisitos de performance,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No brainstorming, uma diretriz central é:",multiple_choice,Adiar o julgamento das ideias,true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No brainstorming, uma diretriz central é:",multiple_choice,Criticar as ideias para refiná-las,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No brainstorming, uma diretriz central é:",multiple_choice,Selecionar apenas ideias viáveis de imediato,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"No brainstorming, uma diretriz central é:",multiple_choice,Evitar combinar ideias entre si,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,A ordem correta das etapas da resolução de conflitos de requisitos é:,multiple_choice,"Identificar, analisar, resolver e documentar",true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,A ordem correta das etapas da resolução de conflitos de requisitos é:,multiple_choice,"Analisar, documentar, resolver e identificar",false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,A ordem correta das etapas da resolução de conflitos de requisitos é:,multiple_choice,"Resolver, identificar, documentar e analisar",false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,A ordem correta das etapas da resolução de conflitos de requisitos é:,multiple_choice,"Documentar, resolver, analisar e identificar",false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,A técnica de resolução de conflitos que transfere a escolha para um tomador de decisão com autoridade superior é:,multiple_choice,Imposição,true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,A técnica de resolução de conflitos que transfere a escolha para um tomador de decisão com autoridade superior é:,multiple_choice,Acordo,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,A técnica de resolução de conflitos que transfere a escolha para um tomador de decisão com autoridade superior é:,multiple_choice,Compromisso,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,A técnica de resolução de conflitos que transfere a escolha para um tomador de decisão com autoridade superior é:,multiple_choice,Votação,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"Na validação de requisitos, as três categorias de técnicas são:",multiple_choice,"Técnicas de revisão, técnicas exploratórias e desenvolvimento de amostras",true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"Na validação de requisitos, as três categorias de técnicas são:",multiple_choice,"Entrevista, observação e questionário",false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"Na validação de requisitos, as três categorias de técnicas são:",multiple_choice,"Estática, dinâmica e automatizada",false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"Na validação de requisitos, as três categorias de técnicas são:",multiple_choice,"Inspeção, teste e implantação",false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"A técnica de revisão mais formal, conduzida por um moderador independente e com checklists, é:",multiple_choice,Inspeção,true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"A técnica de revisão mais formal, conduzida por um moderador independente e com checklists, é:",multiple_choice,Walkthrough,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"A técnica de revisão mais formal, conduzida por um moderador independente e com checklists, é:",multiple_choice,Revisão informal,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"A técnica de revisão mais formal, conduzida por um moderador independente e com checklists, é:",multiple_choice,Teste alfa,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Os testes beta são realizados:,multiple_choice,"Nas instalações do usuário final, em produção real",true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Os testes beta são realizados:,multiple_choice,"No site do desenvolvedor, em ambiente simulado",false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Os testes beta são realizados:,multiple_choice,Somente em laboratório de usabilidade,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Os testes beta são realizados:,multiple_choice,Apenas com protótipos de papel,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"A identificação de fontes de requisitos é feita uma única vez, no início do projeto.",true_false,Verdadeiro,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"A identificação de fontes de requisitos é feita uma única vez, no início do projeto.",true_false,Falso,true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"Na arqueologia de sistemas, os requisitos são extraídos de sistemas existentes, como legados ou concorrentes.",true_false,Verdadeiro,true
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,"Na arqueologia de sistemas, os requisitos são extraídos de sistemas existentes, como legados ou concorrentes.",true_false,Falso,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Conflitos de requisitos devem ser evitados e ignorados para não atrasar o desenvolvimento.,true_false,Verdadeiro,false
Práticas para Elaboração de Requisitos,Baseado no Capítulo 4 do CPRE Foundation Level Handbook (v1.2.2).,true,clara@quiz.com,Conflitos de requisitos devem ser evitados e ignorados para não atrasar o desenvolvimento.,true_false,Falso,true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Um processo é definido como:,multiple_choice,Um conjunto de atividades inter-relacionadas realizadas em uma determinada ordem,true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Um processo é definido como:,multiple_choice,Um conjunto de ferramentas de apoio,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Um processo é definido como:,multiple_choice,A equipe responsável pelo projeto,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Um processo é definido como:,multiple_choice,O cronograma de entregas do projeto,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Quais são as três dimensões do processo de ER?,multiple_choice,"Tempo, finalidade e alvo",true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Quais são as três dimensões do processo de ER?,multiple_choice,"Custo, prazo e qualidade",false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Quais são as três dimensões do processo de ER?,multiple_choice,"Análise, projeto e teste",false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Quais são as três dimensões do processo de ER?,multiple_choice,"Pessoas, processos e ferramentas",false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Na dimensão tempo, distinguimos:",multiple_choice,Processos sequenciais e iterativos,true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Na dimensão tempo, distinguimos:",multiple_choice,Processos prescritivos e exploratórios,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Na dimensão tempo, distinguimos:",multiple_choice,Processos leves e pesados,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Na dimensão tempo, distinguimos:",multiple_choice,Processos específicos e orientados ao mercado,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Processos de ER sequenciais são, na maioria dos casos:",multiple_choice,"Pesos-pesados (heavyweight), pois exigem especificação abrangente",true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Processos de ER sequenciais são, na maioria dos casos:",multiple_choice,Pesos-leves (lightweight),false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Processos de ER sequenciais são, na maioria dos casos:",multiple_choice,Sem documentação formal,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Processos de ER sequenciais são, na maioria dos casos:",multiple_choice,Baseados exclusivamente em protótipos,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Em um processo de ER prescritivo:,multiple_choice,A especificação constitui um contrato e todos os requisitos são obrigatórios,true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Em um processo de ER prescritivo:,multiple_choice,Os requisitos são explorados em iterações com os stakeholders,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Em um processo de ER prescritivo:,multiple_choice,Apenas os objetivos são conhecidos a priori,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Em um processo de ER prescritivo:,multiple_choice,O feedback dos usuários valida o produto no mercado,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Em um processo de ER orientado para o mercado, o sistema é desenvolvido:",multiple_choice,Como produto ou serviço para um segmento de mercado,true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Em um processo de ER orientado para o mercado, o sistema é desenvolvido:",multiple_choice,Para uma organização específica que o encomendou,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Em um processo de ER orientado para o mercado, o sistema é desenvolvido:",multiple_choice,Somente para uso interno da organização,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Em um processo de ER orientado para o mercado, o sistema é desenvolvido:",multiple_choice,Sob contrato de preço fixo com um cliente,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O processo de ER participativo combina os aspectos:,multiple_choice,"Iterativo, exploratório e específico para o cliente",true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O processo de ER participativo combina os aspectos:,multiple_choice,"Sequencial, prescritivo e orientado para o mercado",false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O processo de ER participativo combina os aspectos:,multiple_choice,"Iterativo, prescritivo e específico para o cliente",false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O processo de ER participativo combina os aspectos:,multiple_choice,"Sequencial, exploratório e orientado para o mercado",false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O processo de ER contratual é tipicamente escolhido quando:,multiple_choice,O desenvolvimento é licitado e terceirizado com base em uma especificação de requisitos abrangente,true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O processo de ER contratual é tipicamente escolhido quando:,multiple_choice,Há um mercado aberto para o produto,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O processo de ER contratual é tipicamente escolhido quando:,multiple_choice,Os stakeholders não conhecem seus requisitos,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O processo de ER contratual é tipicamente escolhido quando:,multiple_choice,O orçamento do projeto é muito apertado,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Produtos de trabalho típicos do processo de ER participativo e orientado para o produto são:,multiple_choice,Backlog do produto com histórias de usuário e protótipos,true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Produtos de trabalho típicos do processo de ER participativo e orientado para o produto são:,multiple_choice,Especificação clássica de requisitos do sistema,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Produtos de trabalho típicos do processo de ER participativo e orientado para o produto são:,multiple_choice,Contratos e acordos de nível de serviço,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Produtos de trabalho típicos do processo de ER participativo e orientado para o produto são:,multiple_choice,Documentos de conformidade regulatória,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O primeiro passo do procedimento em cinco etapas para configurar um processo de ER é:,multiple_choice,Analisar os fatores de influência,true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O primeiro passo do procedimento em cinco etapas para configurar um processo de ER é:,multiple_choice,Selecionar as práticas apropriadas,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O primeiro passo do procedimento em cinco etapas para configurar um processo de ER é:,multiple_choice,Determinar os produtos de trabalho,false
